statement_id,applicant_id,month,inflow_inr,outflow_inr,closing_balance_inr,bounced_instruments,avg_daily_balance_inr
ASH-S-000345,ASH-A-00262,2025-07,4006479,3657858,2944894,0,2001859
ASH-S-000346,ASH-A-00230,2025-02,4292237,1641975,1500755,0,62245
ASH-S-000347,ASH-A-00318,2025-05,5937037,3298025,3850428,0,1767963
ASH-S-000348,ASH-A-00011,2025-07,2222723,6702066,667700,0,709856
ASH-S-000349,ASH-A-00020,2025-08,1217832,2918597,1501557,1,156172
ASH-S-000350,ASH-A-00334,2025-11,7633274,7808142,673658,0,1182301
ASH-S-000351,ASH-A-00033,2025-02,1029541,8360492,4512408,0,1151317
ASH-S-000352,ASH-A-00051,2026-04,3688636,2736989,1820985,0,1017463
ASH-S-000353,ASH-A-00282,2026-06,1343045,1058197,4762548,0,1308415
ASH-S-000354,ASH-A-00050,2026-06,2503349,2479247,1874045,0,1962935
ASH-S-000355,ASH-A-00014,2026-05,8043631,2593751,2819666,2,2418940
ASH-S-000356,ASH-A-00208,2025-07,3155804,3037218,2680580,0,2090412
ASH-S-000357,ASH-A-00152,2025-05,3192545,4918893,-332654,0,907517
ASH-S-000358,ASH-A-00088,2025-12,1752332,1869964,4025904,0,226500
ASH-S-000359,ASH-A-00018,2025-07,5205083,6478491,3961069,0,1610053
ASH-S-000360,ASH-A-00110,2025-03,8047351,261313,802497,0,1891777
ASH-S-000361,ASH-A-00334,2025-06,1021043,2600849,-155158,0,1416019
ASH-S-000362,ASH-A-00121,2025-12,7027521,2334016,137860,0,834574
ASH-S-000363,ASH-A-00209,2026-04,603067,227376,2393437,0,1322768
ASH-S-000364,ASH-A-00015,2025-03,1686916,8363594,1591745,0,2371753
ASH-S-000365,ASH-A-00006,2025-02,7820921,3687030,4711811,0,804848
ASH-S-000366,ASH-A-00017,2026-06,7654426,2940063,894255,0,866451
ASH-S-000367,ASH-A-00276,2025-11,772168,7989147,183931,0,2088756
ASH-S-000368,ASH-A-00072,2025-07,2092432,478620,1679748,0,1181585
ASH-S-000369,ASH-A-00208,2025-05,8401129,1921588,4327139,0,296901
ASH-S-000370,ASH-A-00242,2025-02,7710079,4368981,2120212,0,235626
ASH-S-000371,ASH-A-00074,2025-08,5138907,4978001,655154,0,614922
ASH-S-000372,ASH-A-00047,2026-06,6745779,318314,758552,0,910407
ASH-S-000373,ASH-A-00300,2025-09,1460465,2440956,-307246,0,1289644
ASH-S-000374,ASH-A-00228,2026-02,3104840,6365341,4725973,0,776012
ASH-S-000375,ASH-A-00215,2026-06,6004408,5358350,341661,0,557566
ASH-S-000376,ASH-A-00240,2025-12,1403769,7871785,4605628,0,2347029
ASH-S-000377,ASH-A-00012,2026-07,2327082,4595693,2443620,0,1516133
ASH-S-000378,ASH-A-00299,2026-04,5964702,1938154,2756670,0,453626
ASH-S-000379,ASH-A-00054,2026-04,1932877,5423158,4054884,0,391341
ASH-S-000380,ASH-A-00087,2026-01,6868118,4850495,4638951,0,1744864
ASH-S-000381,ASH-A-00130,2026-02,7259975,7128258,614528,0,1601189
ASH-S-000382,ASH-A-00030,2025-02,8471961,4577001,2166923,0,109134
ASH-S-000383,ASH-A-00261,2025-08,7433822,1545970,4285831,0,146436
ASH-S-000384,ASH-A-00251,2025-09,2271599,1498713,3217358,0,221191
ASH-S-000385,ASH-A-00206,2026-04,8956598,3442286,2847042,0,546273
ASH-S-000386,ASH-A-00101,2025-10,3946497,4734174,4082637,0,1843104
ASH-S-000387,ASH-A-00138,2026-01,735531,2706108,533718,0,2223686
ASH-S-000388,ASH-A-00210,2025-10,4682343,7302614,1122794,0,50803
ASH-S-000389,ASH-A-00086,2025-03,2873401,3403730,3674409,0,632369
ASH-S-000390,ASH-A-00007,2025-11,5597245,84999,1295982,0,18297
ASH-S-000391,ASH-A-00031,2025-02,384904,6383389,1635968,0,1701588
ASH-S-000392,ASH-A-00232,2025-08,1946127,141021,-421826,0,2408039
ASH-S-000393,ASH-A-00290,2025-04,2115379,4289914,549175,0,21115
ASH-S-000394,ASH-A-00011,2026-05,1629296,6510555,4312358,0,648658
ASH-S-000395,ASH-A-00120,2025-05,8375865,3441305,3381465,0,2450968
ASH-S-000396,ASH-A-00344,2026-03,7794686,810435,2806496,0,1422802
ASH-S-000397,ASH-A-00153,2026-04,1459095,7194635,3576774,2,1639520
ASH-S-000398,ASH-A-00125,2025-03,929970,446843,4555694,0,2482485
ASH-S-000399,ASH-A-00263,2025-09,3756191,4238217,3195370,0,415929
ASH-S-000400,ASH-A-00125,2026-01,1463817,1672647,3940525,1,1345217
ASH-S-000401,ASH-A-00047,2026-07,6277168,4407612,2315942,0,2414724
ASH-S-000402,ASH-A-00158,2025-06,384860,3232782,4884500,0,60492
ASH-S-000403,ASH-A-00035,2025-11,3493379,5494843,1556332,0,1734344
ASH-S-000404,ASH-A-00015,2026-01,5476419,6352493,4371387,0,1060181
ASH-S-000405,ASH-A-00145,2026-05,4665854,6845074,3173395,0,235102
ASH-S-000406,ASH-A-00048,2025-03,2394386,4539458,4951948,0,594179
ASH-S-000407,ASH-A-00276,2025-04,8585975,2613618,705721,0,2163099
ASH-S-000408,ASH-A-00228,2026-05,4928379,78934,802350,2,1650316
ASH-S-000409,ASH-A-00072,2025-03,8986662,5875832,3750990,1,2094068
ASH-S-000410,ASH-A-00134,2026-07,5528596,2340748,3472252,0,1513704
ASH-S-000411,ASH-A-00326,2025-07,6985264,5287328,890243,1,942264
ASH-S-000412,ASH-A-00176,2026-01,371870,201285,2021780,0,407205
ASH-S-000413,ASH-A-00286,2025-05,5650296,1858230,4154943,0,1766041
ASH-S-000414,ASH-A-00035,2026-06,3044356,5552256,2452052,0,1213197
ASH-S-000415,ASH-A-00340,2025-12,1999686,591957,60297,0,735165
ASH-S-000416,ASH-A-00112,2025-03,4517610,7214988,2975895,0,367577
ASH-S-000417,ASH-A-00065,2026-04,4145168,2464582,3394341,0,386359
ASH-S-000418,ASH-A-00089,2025-07,2213261,7227490,125825,0,534679
ASH-S-000419,ASH-A-00015,2026-07,4517438,6339062,-353294,0,1810963
ASH-S-000420,ASH-A-00222,2025-10,3844611,4397729,2167720,0,202952
ASH-S-000421,ASH-A-00156,2026-07,3061384,2481397,3239360,0,927558
ASH-S-000422,ASH-A-00324,2025-09,6502642,482000,448176,0,1406268
ASH-S-000423,ASH-A-00121,2025-02,6219638,8435531,4800610,2,1306575
ASH-S-000424,ASH-A-00251,2025-06,4433234,4000606,2483683,0,1779391
ASH-S-000425,ASH-A-00042,2026-02,6955845,2896640,918868,1,435960
ASH-S-000426,ASH-A-00347,2025-05,7778180,3134808,2857133,0,25910
ASH-S-000427,ASH-A-00260,2025-12,7098002,6559943,2495092,1,1688515
ASH-S-000428,ASH-A-00078,2025-05,4711550,1344940,4762690,1,1724504
ASH-S-000429,ASH-A-00279,2026-01,8647062,4582508,4780677,0,1969081
ASH-S-000430,ASH-A-00041,2026-07,2758376,1068134,4911259,0,73102
ASH-S-000431,ASH-A-00018,2025-12,1906251,5148664,3749324,0,1273899
ASH-S-000432,ASH-A-00074,2025-05,4027569,5314741,1830654,0,1300165
ASH-S-000433,ASH-A-00027,2025-10,7114286,6408560,4144304,0,473314
ASH-S-000434,ASH-A-00077,2025-04,5721815,7321575,1670454,0,1504348
ASH-S-000435,ASH-A-00083,2025-11,4388018,2946814,-305784,2,1169357
ASH-S-000436,ASH-A-00144,2026-06,1555412,2135757,397881,0,2078033
ASH-S-000437,ASH-A-00100,2026-04,1427342,2522085,3438952,0,1809501
ASH-S-000438,ASH-A-00119,2025-10,3860700,5720014,4472094,0,2109009
ASH-S-000439,ASH-A-00257,2025-06,1166708,4711104,4471482,0,2261671
ASH-S-000440,ASH-A-00011,2025-12,6877316,4416545,-296602,0,422466
ASH-S-000441,ASH-A-00051,2025-03,3129172,1588539,900547,0,1566380
ASH-S-000442,ASH-A-00159,2025-07,4760271,1440122,1114375,0,132924
ASH-S-000443,ASH-A-00060,2025-12,934928,5276965,4677962,0,2224141
ASH-S-000444,ASH-A-00217,2025-02,4101791,8392761,743511,0,2129115
ASH-S-000445,ASH-A-00197,2025-03,1060698,3459663,918648,0,855758
ASH-S-000446,ASH-A-00053,2026-05,7574748,890449,222614,0,1167722
ASH-S-000447,ASH-A-00016,2025-02,3600809,5056490,3533279,0,1019576
ASH-S-000448,ASH-A-00054,2026-07,8407907,1719290,4496711,0,2336898
ASH-S-000449,ASH-A-00212,2025-03,1840974,6568783,855167,0,1498049
ASH-S-000450,ASH-A-00315,2025-03,8591530,4394737,376463,0,1204937
ASH-S-000451,ASH-A-00325,2026-02,8869306,5573945,2608977,1,515331
ASH-S-000452,ASH-A-00039,2025-07,7420862,5776435,1424492,0,704780
ASH-S-000453,ASH-A-00061,2025-02,8008043,2852865,4231780,0,1870763
ASH-S-000454,ASH-A-00267,2025-02,7993374,2368575,3475717,0,245879
ASH-S-000455,ASH-A-00116,2026-02,1958227,7030962,437377,0,2327457
ASH-S-000456,ASH-A-00262,2025-05,7964983,2654239,638660,1,2476580
ASH-S-000457,ASH-A-00324,2025-12,4296352,8131883,3663857,0,2255940
ASH-S-000458,ASH-A-00101,2026-02,5764926,3863143,-111785,0,1768358
ASH-S-000459,ASH-A-00286,2025-04,197006,3114479,1955818,0,2312844
ASH-S-000460,ASH-A-00187,2025-11,7890164,8457018,-185945,0,1087488
ASH-S-000461,ASH-A-00342,2025-09,3337374,2324143,1339183,1,791075
ASH-S-000462,ASH-A-00083,2025-05,6634909,698397,2775015,0,1614013
ASH-S-000463,ASH-A-00282,2025-11,7728613,4415056,2892111,0,93563
ASH-S-000464,ASH-A-00199,2026-01,6061200,1172215,3215240,0,506581
ASH-S-000465,ASH-A-00125,2026-05,6198266,2442994,300299,0,494190
ASH-S-000466,ASH-A-00208,2025-09,2515911,6576190,159848,0,50459
ASH-S-000467,ASH-A-00111,2025-07,6186548,838809,4992342,0,1092246
ASH-S-000468,ASH-A-00080,2025-09,3634778,1947541,4750960,0,941686
ASH-S-000469,ASH-A-00295,2025-05,4921206,4972954,3772734,0,108923
ASH-S-000470,ASH-A-00005,2025-09,1877459,7191766,4588927,0,322870
ASH-S-000471,ASH-A-00007,2025-10,3915827,846024,786146,0,308920
ASH-S-000472,ASH-A-00193,2026-02,6199127,6571820,1989421,0,1037889
ASH-S-000473,ASH-A-00118,2026-07,5616394,3963597,2149278,0,402051
ASH-S-000474,ASH-A-00001,2025-10,366487,2047958,1866407,1,1774170
ASH-S-000475,ASH-A-00132,2025-06,8310633,7181698,575754,0,1045078
ASH-S-000476,ASH-A-00282,2025-10,5464674,1925074,697693,0,330277
ASH-S-000477,ASH-A-00229,2026-02,5608357,1712229,673959,0,1570767
ASH-S-000478,ASH-A-00288,2026-02,8580841,1711924,2413586,0,659129
ASH-S-000479,ASH-A-00192,2026-06,845283,7808721,898688,0,1617896
ASH-S-000480,ASH-A-00009,2025-06,5039945,4971006,3200149,0,1561102
ASH-S-000481,ASH-A-00143,2026-01,7840737,7921196,735699,0,281194
ASH-S-000482,ASH-A-00226,2025-04,538294,7789138,1257704,0,2107320
ASH-S-000483,ASH-A-00237,2025-05,6147543,6507049,1761022,0,2026136
ASH-S-000484,ASH-A-00272,2026-06,3936748,8132431,63394,0,2051267
ASH-S-000485,ASH-A-00162,2025-10,3909750,327525,1107868,1,1253639
ASH-S-000486,ASH-A-00037,2025-09,8523215,5501146,3400528,0,1617771
ASH-S-000487,ASH-A-00025,2025-06,2978403,5635585,1727348,0,1664347
ASH-S-000488,ASH-A-00270,2025-12,2554648,7624314,1109748,0,1269370
ASH-S-000489,ASH-A-00023,2026-01,7069714,7250895,1652786,0,1877805
ASH-S-000490,ASH-A-00334,2025-11,3550776,2472846,3561724,1,876237
ASH-S-000491,ASH-A-00173,2025-07,6805763,8044075,3052822,0,1512125
ASH-S-000492,ASH-A-00309,2025-05,3735555,7294962,3777436,0,228599
ASH-S-000493,ASH-A-00208,2026-07,586832,4476539,3887014,1,2204944
ASH-S-000494,ASH-A-00201,2026-05,4001774,3018912,32633,0,1564058
ASH-S-000495,ASH-A-00120,2025-08,181106,5879229,-236935,0,617294
ASH-S-000496,ASH-A-00242,2025-07,7094890,1466064,2296194,0,1894802
ASH-S-000497,ASH-A-00219,2025-08,228219,5332585,1159371,0,1359177
ASH-S-000498,ASH-A-00210,2026-01,1049270,8007199,3745911,0,1953528
ASH-S-000499,ASH-A-00255,2025-10,5855756,4333006,881986,0,332854
ASH-S-000500,ASH-A-00300,2025-02,4127336,4416572,784489,0,2010082
ASH-S-000501,ASH-A-00107,2025-12,2265029,7701043,1280083,0,748464
ASH-S-000502,ASH-A-00089,2026-06,2550026,8149056,416437,0,324620
ASH-S-000503,ASH-A-00237,2025-11,8302442,7205858,4639765,0,2072841
ASH-S-000504,ASH-A-00054,2026-01,2837866,1019760,2020679,0,2288326
ASH-S-000505,ASH-A-00190,2025-05,4927778,4559730,4184598,0,2331375
ASH-S-000506,ASH-A-00119,2025-03,6368048,3008116,418769,0,2436760
ASH-S-000507,ASH-A-00004,2025-07,3085993,3200366,-201799,1,1743122
ASH-S-000508,ASH-A-00291,2026-04,313441,1664830,1782553,0,1677322
ASH-S-000509,ASH-A-00137,2026-02,1379096,1075860,3092533,0,309695
ASH-S-000510,ASH-A-00230,2026-02,404249,3684510,224318,0,823771
ASH-S-000511,ASH-A-00228,2025-03,5825078,240863,-174031,0,841665
ASH-S-000512,ASH-A-00106,2025-06,7013500,7758024,1089643,0,1182991
ASH-S-000513,ASH-A-00192,2026-05,3836028,1958047,3245765,0,1178688
ASH-S-000514,ASH-A-00227,2026-01,4134482,149412,4079271,0,2370645
ASH-S-000515,ASH-A-00016,2025-12,5534212,4423914,60577,0,1477142
ASH-S-000516,ASH-A-00315,2026-05,5533433,1884114,4613557,0,953157
ASH-S-000517,ASH-A-00065,2026-02,2730861,8335467,1061479,0,374932
ASH-S-000518,ASH-A-00081,2026-04,2057579,6563129,1414021,0,210311
ASH-S-000519,ASH-A-00152,2026-04,7281418,1058239,602255,0,1770690
ASH-S-000520,ASH-A-00231,2025-12,5635400,2939733,3355217,1,2329302
ASH-S-000521,ASH-A-00329,2025-10,6050972,3506190,4483441,0,2469473
ASH-S-000522,ASH-A-00191,2025-02,7674098,69572,3791829,1,1833889
ASH-S-000523,ASH-A-00154,2025-02,7104550,8367434,2598318,0,101018
ASH-S-000524,ASH-A-00086,2025-03,251623,1792796,4289938,1,730402
ASH-S-000525,ASH-A-00304,2025-03,2863406,3183427,202250,1,1265326
ASH-S-000526,ASH-A-00121,2026-06,626508,4749111,1723052,0,155101
ASH-S-000527,ASH-A-00299,2025-08,2988376,2691966,2473395,1,1047109
ASH-S-000528,ASH-A-00105,2025-06,190067,2874759,1602512,0,180863
ASH-S-000529,ASH-A-00078,2025-11,5639713,5832242,48111,0,958928
ASH-S-000530,ASH-A-00172,2025-09,5592335,620195,1446130,1,2446451
ASH-S-000531,ASH-A-00258,2026-04,4858772,3552198,4782659,0,1040134
ASH-S-000532,ASH-A-00098,2025-06,5021615,4192056,2856069,1,2493428
ASH-S-000533,ASH-A-00218,2025-05,201508,507151,2459333,0,2268069
ASH-S-000534,ASH-A-00330,2025-08,2134350,2179391,1810442,0,389441
ASH-S-000535,ASH-A-00082,2026-05,1045230,7514637,2346256,0,1657614
ASH-S-000536,ASH-A-00160,2026-05,2326423,1006936,539053,0,2092106
ASH-S-000537,ASH-A-00205,2025-07,1342551,8131889,3406962,0,1569002
ASH-S-000538,ASH-A-00142,2025-06,1180023,309770,2770644,0,1134919
ASH-S-000539,ASH-A-00328,2025-04,3488282,7578486,2418046,0,420156
ASH-S-000540,ASH-A-00300,2025-05,3113513,6695778,3294159,0,970831
ASH-S-000541,ASH-A-00051,2026-02,6327450,3954312,2912005,0,1786506
ASH-S-000542,ASH-A-00140,2026-02,5423575,2595788,3817250,0,1682024
ASH-S-000543,ASH-A-00128,2025-12,1806134,2440133,-236889,1,1795613
ASH-S-000544,ASH-A-00061,2026-01,3914745,503752,-412172,0,674122
ASH-S-000545,ASH-A-00337,2026-03,4586019,5351618,702834,0,811329
ASH-S-000546,ASH-A-00085,2025-04,1133518,5996330,1481659,1,1497408
ASH-S-000547,ASH-A-00005,2025-10,1658520,4605044,1310632,0,595415
ASH-S-000548,ASH-A-00051,2026-05,1842739,5084989,1544498,0,217070
ASH-S-000549,ASH-A-00264,2026-01,8218870,7794220,4899509,0,1965123
ASH-S-000550,ASH-A-00309,2025-05,6360747,4276521,651359,0,401849
ASH-S-000551,ASH-A-00256,2026-04,4043902,4327659,4820416,0,1357781
ASH-S-000552,ASH-A-00276,2025-05,3105480,184548,2087647,0,2036278
ASH-S-000553,ASH-A-00252,2025-03,7318061,8326290,4868774,0,2419967
ASH-S-000554,ASH-A-00101,2025-07,4013890,2914736,4490149,0,2351218
ASH-S-000555,ASH-A-00220,2025-11,1678449,6065713,4730059,1,705957
ASH-S-000556,ASH-A-00174,2026-02,4942643,7329416,1856339,0,2190053
ASH-S-000557,ASH-A-00170,2026-06,8526593,6087672,3973243,0,2281156
ASH-S-000558,ASH-A-00087,2025-10,7415722,8076589,682258,0,731005
ASH-S-000559,ASH-A-00009,2026-03,4544844,6735630,3595448,0,2461575
ASH-S-000560,ASH-A-00086,2025-11,5199459,3695731,4898978,1,1575449
ASH-S-000561,ASH-A-00041,2026-05,6653147,2891541,4209445,0,779935
ASH-S-000562,ASH-A-00179,2025-02,1863242,3136119,2508399,0,1711775
ASH-S-000563,ASH-A-00086,2025-09,7583142,2947414,4184459,0,2480371
ASH-S-000564,ASH-A-00128,2025-06,293278,1580681,972096,0,1040472
ASH-S-000565,ASH-A-00140,2025-04,4903005,2996064,4533014,0,66391
ASH-S-000566,ASH-A-00310,2026-07,7084579,6677252,978084,0,1869687
ASH-S-000567,ASH-A-00020,2025-05,6957137,6745752,-447931,0,1447350
ASH-S-000568,ASH-A-00026,2026-05,6141717,7279379,1179112,0,2011580
ASH-S-000569,ASH-A-00145,2026-06,739984,374791,1492795,0,219305
ASH-S-000570,ASH-A-00043,2026-04,3764377,4180657,2659955,0,2269653
ASH-S-000571,ASH-A-00317,2025-06,2336011,2749758,2048787,0,402780
ASH-S-000572,ASH-A-00044,2026-05,3807776,6474290,-401439,0,1771070
ASH-S-000573,ASH-A-00010,2026-03,2488640,7801067,3625634,0,1353732
ASH-S-000574,ASH-A-00204,2025-09,6794800,1920547,3056314,0,240237
ASH-S-000575,ASH-A-00242,2026-01,2257667,6618588,1910388,0,2215036
ASH-S-000576,ASH-A-00181,2025-02,327050,5522064,1464860,0,848379
ASH-S-000577,ASH-A-00138,2026-01,1592159,7520708,3120281,0,945042
ASH-S-000578,ASH-A-00344,2025-05,3529160,3385703,2992404,0,1096220
ASH-S-000579,ASH-A-00144,2025-04,7382666,5087633,701058,1,425830
ASH-S-000580,ASH-A-00199,2025-11,4710877,4886896,525630,1,834715
ASH-S-000581,ASH-A-00235,2025-06,7863319,7943082,2807812,0,2009042
ASH-S-000582,ASH-A-00215,2025-03,7159814,3556845,1655606,0,765229
ASH-S-000583,ASH-A-00319,2025-03,4734724,7250159,132684,0,1436822
ASH-S-000584,ASH-A-00051,2026-03,7485132,391732,275972,0,2083723
ASH-S-000585,ASH-A-00317,2026-05,3247297,2952988,2064734,0,182706
ASH-S-000586,ASH-A-00086,2025-09,3757442,7530832,2130775,0,1131217
ASH-S-000587,ASH-A-00039,2026-02,2902234,3734617,1803752,0,1416103
ASH-S-000588,ASH-A-00100,2026-03,6601659,4347055,3313425,0,55215
ASH-S-000589,ASH-A-00084,2025-11,5002802,6262924,1440746,0,583845
ASH-S-000590,ASH-A-00214,2026-04,775624,4772283,3472601,0,2173076
ASH-S-000591,ASH-A-00222,2025-09,1140643,262801,-423049,0,962679
ASH-S-000592,ASH-A-00256,2025-10,5330468,8141732,1797449,0,1649196
ASH-S-000593,ASH-A-00142,2025-08,5470302,328493,-177359,0,934317
ASH-S-000594,ASH-A-00244,2026-03,1382794,4453118,3134796,0,2059876
ASH-S-000595,ASH-A-00331,2026-06,6968141,1634763,2012895,0,2128915
ASH-S-000596,ASH-A-00267,2025-08,4707279,3621445,3383899,0,1583604
ASH-S-000597,ASH-A-00042,2026-04,7652769,5955559,3036622,0,1746835
ASH-S-000598,ASH-A-00239,2025-05,6584517,3983185,2940106,0,291620
ASH-S-000599,ASH-A-00188,2026-07,5061736,1521763,3907606,0,2180674
ASH-S-000600,ASH-A-00311,2026-04,643010,1063453,801183,0,710185
ASH-S-000601,ASH-A-00295,2025-05,266109,5228480,2356169,0,1915984
ASH-S-000602,ASH-A-00332,2026-04,6540213,402823,1983165,2,1533962
ASH-S-000603,ASH-A-00210,2026-01,638114,5721654,-143775,0,1050097
ASH-S-000604,ASH-A-00227,2025-09,7207058,4181274,1322295,0,2036045
ASH-S-000605,ASH-A-00330,2026-01,3619830,433346,2943624,0,514334
ASH-S-000606,ASH-A-00280,2025-05,3150841,3137109,3078497,0,2003866
ASH-S-000607,ASH-A-00294,2026-06,4797908,1423690,4703192,0,2157067
ASH-S-000608,ASH-A-00231,2026-03,8587167,7289435,2310664,0,1391982
ASH-S-000609,ASH-A-00346,2026-05,863342,6556319,3498754,0,2411830
ASH-S-000610,ASH-A-00212,2025-07,5191680,2898033,3870445,0,2122733
ASH-S-000611,ASH-A-00246,2025-12,483834,5343356,4899251,0,101885
ASH-S-000612,ASH-A-00343,2026-06,5158183,2376100,716007,0,1920133
ASH-S-000613,ASH-A-00030,2025-08,7169840,1364420,4122336,1,1867161
ASH-S-000614,ASH-A-00015,2025-12,6635766,3514978,1117151,0,302461
ASH-S-000615,ASH-A-00205,2025-06,328806,8021905,1157742,1,2443604
ASH-S-000616,ASH-A-00297,2025-06,8619102,1403722,4303407,0,679990
ASH-S-000617,ASH-A-00251,2025-05,2662323,7084277,2258330,2,865946
ASH-S-000618,ASH-A-00119,2026-02,1597281,7736266,-399033,0,1301681
ASH-S-000619,ASH-A-00312,2025-08,2959233,6858549,4476732,0,136697
ASH-S-000620,ASH-A-00105,2026-05,4012873,1521262,1541500,1,1278721
ASH-S-000621,ASH-A-00327,2026-05,403425,1955065,1917910,0,2382217
ASH-S-000622,ASH-A-00312,2025-12,7623726,509361,2740870,0,276377
ASH-S-000623,ASH-A-00315,2025-10,7448372,3245169,-433292,0,2235086
ASH-S-000624,ASH-A-00083,2025-09,3972318,4722993,1608209,0,625296
ASH-S-000625,ASH-A-00347,2025-04,7896646,1933109,3025276,0,33405
ASH-S-000626,ASH-A-00197,2026-06,6403419,4607956,1410542,0,1451749
ASH-S-000627,ASH-A-00330,2026-03,949144,1787317,2734430,0,1069471
ASH-S-000628,ASH-A-00297,2026-07,2460969,1622858,2306224,0,1892270
ASH-S-000629,ASH-A-00023,2025-05,8065182,972667,4575422,2,1739170
ASH-S-000630,ASH-A-00322,2025-09,793556,7547110,-47984,0,2162422
ASH-S-000631,ASH-A-00322,2026-04,607567,1160417,3360622,0,640079
ASH-S-000632,ASH-A-00270,2025-06,7036154,2976773,2032880,0,2218625
ASH-S-000633,ASH-A-00167,2025-03,402802,7737980,785685,0,2440404
ASH-S-000634,ASH-A-00173,2026-04,3164503,7893729,4846113,0,325671
ASH-S-000635,ASH-A-00214,2026-04,116611,7156466,4518877,0,1624297
ASH-S-000636,ASH-A-00056,2025-06,8003004,6873974,2837605,0,2348195
ASH-S-000637,ASH-A-00016,2026-03,2319236,340902,1564169,0,1923816
ASH-S-000638,ASH-A-00029,2026-06,3019875,7127892,1182576,0,1119655
ASH-S-000639,ASH-A-00143,2025-09,3743171,5530438,4540065,0,781250
ASH-S-000640,ASH-A-00328,2025-08,5683722,8189449,-400762,0,55936
ASH-S-000641,ASH-A-00151,2026-07,2472501,5063915,911523,0,1578397
ASH-S-000642,ASH-A-00110,2025-12,391508,1570365,860385,1,1933211
ASH-S-000643,ASH-A-00186,2025-08,230238,3124184,4174804,1,2400234
ASH-S-000644,ASH-A-00231,2025-12,1066479,4253055,4667427,0,1892652
ASH-S-000645,ASH-A-00000,2025-05,5006528,4124835,2699357,0,1303266
ASH-S-000646,ASH-A-00021,2025-11,6033559,3789673,3114439,0,342017
ASH-S-000647,ASH-A-00272,2026-01,6240874,4730464,-313532,2,1688173
ASH-S-000648,ASH-A-00139,2026-03,2544073,2054080,2505123,1,2400566
ASH-S-000649,ASH-A-00231,2026-03,4253662,6258152,1868990,1,1687997
ASH-S-000650,ASH-A-00210,2025-06,3394934,2193610,1486267,0,1608698
ASH-S-000651,ASH-A-00206,2026-02,8954133,6900953,1929880,0,552523
ASH-S-000652,ASH-A-00190,2026-05,5287848,8190270,1011124,0,221802
ASH-S-000653,ASH-A-00131,2025-07,8878556,6551970,1097856,0,1732722
ASH-S-000654,ASH-A-00288,2026-06,2241087,245885,2769813,0,314806
ASH-S-000655,ASH-A-00232,2026-04,6928147,3028237,1136653,1,1591065
ASH-S-000656,ASH-A-00312,2026-05,2669058,4219882,1356371,0,2328804
ASH-S-000657,ASH-A-00244,2025-12,8716371,7844482,3705986,0,795555
ASH-S-000658,ASH-A-00190,2026-01,287321,5111751,568528,0,2212814
ASH-S-000659,ASH-A-00088,2025-03,8858800,4278944,4650346,0,411166
ASH-S-000660,ASH-A-00167,2025-07,8936360,3240949,4578891,0,538711
ASH-S-000661,ASH-A-00206,2025-02,572091,134138,107830,0,218332
ASH-S-000662,ASH-A-00334,2026-07,7905067,6752367,781398,0,292439
ASH-S-000663,ASH-A-00156,2026-06,3885556,626326,1934413,0,2375683
ASH-S-000664,ASH-A-00036,2025-07,5121872,2043214,-310056,0,2421354
ASH-S-000665,ASH-A-00253,2025-10,2635266,7946588,660611,0,2275537
ASH-S-000666,ASH-A-00222,2026-06,5569924,6498163,2042445,0,578044
ASH-S-000667,ASH-A-00151,2025-02,5608202,2598924,16500,0,989505
ASH-S-000668,ASH-A-00172,2025-08,599762,8188213,3128799,0,439097
ASH-S-000669,ASH-A-00318,2025-08,6802274,2158869,4317959,1,2296730
ASH-S-000670,ASH-A-00017,2026-06,6287931,6809444,4029081,0,28093
ASH-S-000671,ASH-A-00043,2026-02,6195217,4187277,4817605,1,1891438
ASH-S-000672,ASH-A-00315,2025-12,6942554,1746177,3964020,0,1407565
ASH-S-000673,ASH-A-00245,2025-06,4951762,172869,2147281,0,1299134
ASH-S-000674,ASH-A-00251,2025-08,2101922,2800840,2217473,0,314265
ASH-S-000675,ASH-A-00336,2025-07,8169333,5357381,2944904,0,227389
ASH-S-000676,ASH-A-00254,2026-02,8399285,3355872,4938536,0,2091754
ASH-S-000677,ASH-A-00179,2025-03,3867552,7090386,272770,0,762200
ASH-S-000678,ASH-A-00023,2025-06,5675636,1250891,4505874,0,2041214
ASH-S-000679,ASH-A-00099,2025-07,7791175,736369,1142806,0,781116
ASH-S-000680,ASH-A-00150,2025-10,4694769,7585486,1954268,0,10358
ASH-S-000681,ASH-A-00138,2026-02,7315206,490716,3273966,0,2252044
ASH-S-000682,ASH-A-00212,2025-05,3863139,5348400,101038,1,31551
ASH-S-000683,ASH-A-00240,2025-12,5471404,1338697,4652797,0,1986427
ASH-S-000684,ASH-A-00322,2025-03,6074162,1567070,3604392,0,708178
ASH-S-000685,ASH-A-00275,2026-05,5903594,1376290,1798017,0,817762
ASH-S-000686,ASH-A-00130,2025-03,1311020,5999432,3818824,0,1462557
ASH-S-000687,ASH-A-00278,2025-04,1681153,5444831,3340742,0,1655847
ASH-S-000688,ASH-A-00342,2025-11,4255452,2022483,2891783,0,2073165
ASH-S-000689,ASH-A-00242,2025-02,928565,4842453,-355143,0,62854
ASH-S-000690,ASH-A-00159,2025-10,5310435,2026787,4076293,0,87070
ASH-S-000691,ASH-A-00127,2026-05,2590061,3049885,233125,0,111223
